BERT_sentiment_score,normalised_word_count,pub_day,pub_hour,topic,n_comments
2.0,0.112776177,1.0,4.0,76.0,273
0.0,0.090682037,2.0,9.0,76.0,25
2.0,0.084021774,5.0,21.0,18.0,296
1.0,0.063400576,3.0,2.0,18.0,353
0.0,0.06948447,5.0,9.0,56.0,54
2.0,0.076528979,5.0,21.0,18.0,197
0.0,0.074991995,1.0,9.0,48.0,1071
1.0,0.239577329,1.0,10.0,38.0,231
2.0,0.083637528,1.0,15.0,61.0,220
1.0,0.10714057,3.0,9.0,66.0,19
0.0,0.075248159,4.0,9.0,27.0,45
1.0,0.130387448,4.0,9.0,55.0,43
0.0,0.080371438,3.0,19.0,31.0,144
0.0,0.069356388,2.0,9.0,29.0,471
1.0,0.102017291,2.0,9.0,63.0,258
2.0,0.090682037,4.0,16.0,38.0,1
2.0,0.05712456,3.0,20.0,3.0,29
0.0,0.061607429,0.0,9.0,48.0,505
2.0,0.069676593,1.0,15.0,4.0,31
1.0,0.069996798,2.0,10.0,55.0,39
2.0,0.066346462,0.0,9.0,74.0,337
1.0,0.101184758,1.0,10.0,74.0,62
2.0,0.062504003,4.0,19.0,48.0,221
2.0,0.065001601,0.0,19.0,45.0,11
0.0,0.089977586,2.0,14.0,44.0,89
1.0,0.066986872,3.0,9.0,76.0,71
0.0,0.053986551,4.0,9.0,45.0,77
0.0,0.11815562,1.0,1.0,76.0,299
0.0,0.101761127,5.0,19.0,63.0,389
1.0,0.084662184,0.0,18.0,76.0,2
2.0,0.094332373,1.0,9.0,62.0,32
1.0,0.070188921,2.0,10.0,38.0,99
0.0,0.053730387,6.0,23.0,48.0,632
0.0,0.108485431,5.0,21.0,76.0,1542
0.0,0.027537624,6.0,13.0,55.0,2
0.0,0.109894332,4.0,10.0,76.0,150
2.0,0.063272494,2.0,18.0,29.0,63
0.0,0.27076529,0.0,9.0,75.0,1823
0.0,0.094268332,3.0,12.0,39.0,18
2.0,0.057188601,4.0,10.0,55.0,69
2.0,0.058725584,0.0,19.0,72.0,6
0.0,0.070573167,0.0,10.0,70.0,69
1.0,0.088632725,3.0,17.0,81.0,13
0.0,0.068523855,2.0,19.0,76.0,183
0.0,0.114633365,1.0,21.0,76.0,178
2.0,0.08504643,0.0,9.0,59.0,40
0.0,0.076528979,3.0,9.0,45.0,8
2.0,0.066026257,4.0,9.0,3.0,51
0.0,0.075568364,4.0,13.0,13.0,60
0.0,0.104130644,1.0,20.0,22.0,268
0.0,0.042971502,6.0,22.0,18.0,187
0.0,0.087159782,1.0,10.0,21.0,348
0.0,0.062247839,2.0,10.0,2.0,14
1.0,0.088120397,3.0,9.0,75.0,53
0.0,0.087287864,1.0,10.0,4.0,78
2.0,0.084918348,5.0,18.0,63.0,1726
2.0,0.032084534,3.0,13.0,55.0,28
2.0,0.0415626,1.0,2.0,18.0,219
2.0,0.050464297,0.0,20.0,56.0,5
0.0,0.080243356,3.0,1.0,76.0,254
2.0,0.087544028,4.0,9.0,11.0,10
1.0,0.033045149,6.0,18.0,72.0,1
0.0,0.01818764,3.0,5.0,51.0,10
0.0,0.0753122,5.0,11.0,57.0,257
0.0,0.005059238,3.0,7.0,69.0,74
1.0,0.093307717,1.0,11.0,28.0,93
0.0,0.13378162,3.0,9.0,48.0,946
2.0,0.131604227,4.0,10.0,63.0,1454
0.0,0.069164265,1.0,20.0,72.0,7
0.0,0.05584374,5.0,14.0,48.0,1041
2.0,0.105987832,3.0,23.0,48.0,294
1.0,0.062952289,1.0,9.0,70.0,6
2.0,0.119564521,2.0,9.0,76.0,56
2.0,0.051873199,0.0,9.0,76.0,938
1.0,0.066474544,0.0,22.0,67.0,6
2.0,0.073839257,0.0,9.0,3.0,100
0.0,0.060006404,2.0,14.0,26.0,6
1.0,0.058405379,2.0,9.0,42.0,177
0.0,0.083637528,1.0,10.0,13.0,26
2.0,0.078258085,4.0,9.0,75.0,56
2.0,0.024847903,4.0,20.0,29.0,159
0.0,0.478450208,3.0,9.0,82.0,306
0.0,0.09548511,1.0,10.0,48.0,561
1.0,0.092347102,0.0,9.0,62.0,6
0.0,0.078130003,3.0,13.0,47.0,24
2.0,0.035478706,4.0,15.0,29.0,58
1.0,0.073134806,3.0,9.0,65.0,41
0.0,0.087608069,1.0,9.0,65.0,15
2.0,0.092026897,5.0,1.0,48.0,458
2.0,0.117899456,3.0,23.0,76.0,38
2.0,0.06493756,0.0,20.0,10.0,125
1.0,0.053538264,1.0,7.0,66.0,33
2.0,0.084854307,4.0,17.0,53.0,184
0.0,0.13896894,1.0,4.0,13.0,49
0.0,0.054434838,6.0,17.0,4.0,22
0.0,0.017995517,0.0,16.0,18.0,1
0.0,0.276849183,1.0,9.0,74.0,108
1.0,0.043804035,2.0,15.0,56.0,48
1.0,0.0909382,3.0,9.0,3.0,5
2.0,0.060838937,3.0,20.0,2.0,14
0.0,0.135830932,2.0,15.0,56.0,296
0.0,0.100992635,0.0,8.0,15.0,873
2.0,0.088056356,1.0,9.0,75.0,230
0.0,0.047710535,1.0,3.0,76.0,396
2.0,0.101889209,3.0,14.0,44.0,12
2.0,0.09740634,3.0,16.0,3.0,3
0.0,0.012744156,2.0,9.0,9.0,12
0.0,0.102913865,4.0,0.0,76.0,61
0.0,0.106115914,0.0,9.0,48.0,1053
2.0,0.048286904,0.0,19.0,72.0,3
0.0,0.076721102,3.0,22.0,72.0,4
0.0,0.382388729,1.0,9.0,82.0,1070
0.0,0.088568684,3.0,9.0,38.0,231
1.0,0.238744797,6.0,23.0,39.0,1230
2.0,0.0753122,1.0,9.0,67.0,8
2.0,0.075376241,3.0,9.0,63.0,838
0.0,0.139481268,1.0,4.0,13.0,108
2.0,0.064617355,4.0,8.0,28.0,1
0.0,0.114697406,3.0,15.0,75.0,483
0.0,0.089913545,5.0,13.0,67.0,25
1.0,0.074799872,2.0,19.0,49.0,4
1.0,0.073326929,2.0,17.0,75.0,82
0.0,0.066794749,3.0,10.0,48.0,389
1.0,0.111943644,2.0,14.0,76.0,363
2.0,0.147166186,4.0,13.0,60.0,3
0.0,0.07595261,5.0,19.0,63.0,1193
2.0,0.059942363,0.0,17.0,29.0,31
2.0,0.069804675,2.0,23.0,11.0,285
1.0,0.102209414,3.0,13.0,31.0,24
1.0,0.063528658,3.0,9.0,73.0,9
2.0,0.016842779,1.0,11.0,68.0,23
2.0,0.04867115,2.0,12.0,4.0,96
2.0,0.078514249,2.0,10.0,69.0,14
1.0,0.117195005,4.0,9.0,55.0,6
2.0,0.044892731,2.0,9.0,76.0,48
0.0,0.069292347,2.0,14.0,26.0,108
0.0,0.077105347,0.0,0.0,39.0,1117
2.0,0.051168748,0.0,8.0,69.0,3
2.0,0.086519372,2.0,9.0,11.0,138
0.0,0.076016651,2.0,9.0,38.0,17
0.0,0.14678194,2.0,4.0,13.0,318
0.0,0.055075248,3.0,14.0,62.0,109
0.0,0.306243996,4.0,4.0,82.0,8
0.0,0.057700929,6.0,9.0,74.0,1
2.0,0.052385527,1.0,9.0,39.0,70
1.0,0.077873839,1.0,3.0,76.0,255
0.0,0.05456292,5.0,1.0,48.0,622
1.0,0.071469741,3.0,9.0,38.0,146
2.0,0.062632085,4.0,10.0,27.0,40
0.0,0.086967659,4.0,15.0,45.0,131
0.0,0.089721422,2.0,23.0,75.0,24
2.0,0.069100224,6.0,20.0,44.0,5
1.0,0.040025616,1.0,9.0,66.0,2
0.0,0.096958053,0.0,14.0,82.0,369
2.0,0.073262888,1.0,6.0,56.0,93
0.0,0.104194685,0.0,9.0,76.0,81
1.0,0.188152418,2.0,5.0,82.0,1169
0.0,0.072430355,6.0,19.0,1.0,8
1.0,0.057829011,3.0,13.0,10.0,80
2.0,0.078130003,1.0,18.0,2.0,6
2.0,0.095613192,3.0,11.0,26.0,33
0.0,0.079026577,1.0,9.0,48.0,1593
2.0,0.029458854,2.0,4.0,72.0,79
2.0,0.019660583,2.0,0.0,69.0,7
0.0,0.086839577,2.0,12.0,76.0,75
2.0,0.018315722,0.0,10.0,68.0,17
0.0,0.052129363,5.0,9.0,73.0,7
0.0,0.093435799,5.0,0.0,48.0,406
0.0,0.027601665,6.0,10.0,55.0,19
0.0,0.068587896,2.0,9.0,45.0,44
0.0,0.059878322,3.0,15.0,65.0,816
0.0,0.387255844,4.0,16.0,38.0,1934
2.0,0.069740634,0.0,19.0,48.0,449
2.0,0.06493756,0.0,0.0,48.0,327
2.0,0.060967019,4.0,9.0,48.0,145
1.0,0.118667947,0.0,20.0,40.0,172
2.0,0.091770733,2.0,9.0,75.0,12
0.0,0.064233109,4.0,19.0,29.0,332
2.0,0.104642972,3.0,17.0,81.0,6
0.0,0.091514569,1.0,23.0,48.0,1704
1.0,0.070445085,1.0,17.0,3.0,22
0.0,0.041242395,2.0,2.0,18.0,400
1.0,0.052449568,1.0,9.0,31.0,15
0.0,0.060902978,1.0,5.0,48.0,357
0.0,0.099775857,1.0,10.0,55.0,140
1.0,0.545629203,2.0,9.0,38.0,1214
0.0,0.042395133,2.0,18.0,1.0,3
0.0,0.104963176,2.0,18.0,22.0,745
1.0,0.071661864,2.0,1.0,48.0,854
0.0,0.061479347,2.0,21.0,48.0,188
2.0,0.076528979,4.0,9.0,65.0,17
0.0,0.095869356,3.0,22.0,75.0,111
0.0,0.004290746,0.0,18.0,18.0,2
2.0,0.045341018,0.0,15.0,56.0,42
2.0,0.046878002,4.0,11.0,26.0,69
2.0,0.068395773,0.0,10.0,48.0,265
0.0,0.080563561,2.0,19.0,76.0,1548
2.0,0.04220301,1.0,2.0,18.0,260
0.0,0.061415306,4.0,21.0,48.0,207
2.0,0.043739994,0.0,20.0,56.0,11
0.0,0.055395453,3.0,0.0,48.0,1369
2.0,0.075888569,0.0,9.0,65.0,5
0.0,0.100928594,2.0,17.0,76.0,3
0.0,0.014409222,1.0,10.0,37.0,59
2.0,0.073134806,4.0,9.0,48.0,147
0.0,0.103362152,3.0,20.0,13.0,337
2.0,0.249183477,4.0,9.0,65.0,62
0.0,0.039000961,1.0,9.0,56.0,14
0.0,0.05257765,2.0,9.0,56.0,28
0.0,0.109830291,0.0,0.0,39.0,362
0.0,0.075696446,1.0,7.0,45.0,166
0.0,0.096894012,4.0,0.0,45.0,868
1.0,0.061479347,1.0,10.0,27.0,157
2.0,0.082869036,1.0,20.0,48.0,164
2.0,0.032532821,4.0,1.0,18.0,298
0.0,0.088376561,1.0,23.0,45.0,60
2.0,0.109894332,0.0,9.0,62.0,34
0.0,0.067435159,3.0,9.0,75.0,65
2.0,0.09740634,2.0,9.0,75.0,34
0.0,0.081332053,4.0,7.0,75.0,90
0.0,0.087736151,3.0,7.0,13.0,68
2.0,0.082997118,3.0,21.0,69.0,1
2.0,0.093627922,4.0,15.0,37.0,223
1.0,0.092603266,1.0,10.0,13.0,138
2.0,0.078194044,1.0,9.0,10.0,82
2.0,0.050208133,4.0,9.0,69.0,2
2.0,0.064809478,4.0,13.0,10.0,14
2.0,0.087095741,3.0,10.0,13.0,3
2.0,0.041434518,5.0,15.0,48.0,52
1.0,0.016010247,3.0,10.0,68.0,14
2.0,0.037207813,1.0,8.0,69.0,8
0.0,0.016650656,3.0,7.0,69.0,81
1.0,0.013704771,0.0,21.0,21.0,6
0.0,0.087608069,1.0,9.0,26.0,164
0.0,0.073775216,4.0,9.0,45.0,2
2.0,0.073198847,0.0,9.0,55.0,149
2.0,0.173743196,1.0,13.0,76.0,1213
2.0,0.047646494,1.0,23.0,48.0,75
2.0,0.071725905,2.0,17.0,62.0,71
0.0,0.061287224,1.0,15.0,75.0,6
0.0,0.05975024,3.0,0.0,48.0,978
1.0,0.140762088,0.0,7.0,45.0,647
0.0,0.086519372,1.0,19.0,48.0,1064
0.0,0.055139289,2.0,23.0,48.0,1594
1.0,0.078065962,1.0,13.0,26.0,173
0.0,0.058917707,1.0,14.0,2.0,134
0.0,0.144220301,0.0,0.0,39.0,251
2.0,0.057188601,1.0,23.0,48.0,1070
2.0,0.080435479,3.0,10.0,45.0,9
1.0,0.072430355,4.0,13.0,55.0,183
2.0,0.014537304,1.0,8.0,69.0,106
2.0,0.078065962,4.0,9.0,27.0,22
0.0,0.115017611,3.0,9.0,76.0,175
2.0,0.043932117,4.0,9.0,56.0,28
2.0,0.059814281,1.0,23.0,48.0,106
0.0,0.065129683,2.0,20.0,48.0,243
1.0,0.048735191,3.0,21.0,66.0,19
0.0,0.078514249,2.0,9.0,69.0,333
0.0,0.099775857,0.0,6.0,31.0,51
1.0,0.102977906,6.0,18.0,13.0,351
1.0,0.12014089,4.0,9.0,63.0,1175
2.0,0.052833814,4.0,19.0,64.0,5
2.0,0.072942683,0.0,4.0,66.0,109
2.0,0.102465578,2.0,9.0,74.0,15
1.0,0.054883125,6.0,23.0,48.0,2171
2.0,0.084213897,0.0,13.0,55.0,22
1.0,0.150432277,0.0,17.0,76.0,498
0.0,0.087159782,0.0,19.0,61.0,20
1.0,0.021837976,3.0,19.0,69.0,92
0.0,0.218571886,0.0,5.0,4.0,421
2.0,0.231059878,2.0,9.0,62.0,173
1.0,0.062183798,0.0,9.0,11.0,3
2.0,0.083445405,3.0,12.0,13.0,10
0.0,0.054947166,3.0,13.0,62.0,90
0.0,0.080819725,3.0,16.0,48.0,76
0.0,0.055075248,6.0,23.0,48.0,462
2.0,0.051360871,2.0,10.0,65.0,9
2.0,0.573230868,0.0,9.0,38.0,450
0.0,0.07076529,5.0,2.0,18.0,265
2.0,0.005123279,4.0,8.0,69.0,109
2.0,0.032532821,1.0,1.0,29.0,11
0.0,0.046813961,2.0,10.0,55.0,40
2.0,0.186935639,4.0,15.0,62.0,72
1.0,0.043547871,4.0,1.0,18.0,268
1.0,0.094716619,2.0,9.0,75.0,176
0.0,0.06493756,2.0,14.0,75.0,664
2.0,0.054691002,2.0,8.0,69.0,2
2.0,0.088440602,1.0,13.0,10.0,8
1.0,0.103170029,2.0,19.0,49.0,25
1.0,0.030355427,0.0,14.0,31.0,190
2.0,0.021389689,1.0,22.0,29.0,5
0.0,0.048991354,3.0,1.0,76.0,13
0.0,0.060070445,4.0,10.0,48.0,621
0.0,0.087351905,4.0,9.0,26.0,142
0.0,0.115786103,0.0,4.0,13.0,1229
0.0,0.060454691,6.0,23.0,48.0,2119
0.0,0.084662184,4.0,17.0,44.0,2
2.0,0.069420429,4.0,10.0,27.0,123
2.0,0.082292667,2.0,9.0,48.0,467
0.0,0.003714377,5.0,19.0,48.0,199
2.0,0.123791226,1.0,20.0,76.0,2408
2.0,0.05456292,1.0,19.0,48.0,124
0.0,0.046301633,5.0,1.0,18.0,291
0.0,0.082228626,3.0,10.0,48.0,2115
0.0,0.560678834,1.0,9.0,82.0,1845
2.0,0.097470381,3.0,9.0,76.0,356
2.0,0.064169068,4.0,10.0,69.0,32
1.0,0.07595261,1.0,13.0,13.0,66
0.0,0.104130644,0.0,0.0,39.0,68
0.0,0.079731028,1.0,5.0,76.0,1379
0.0,0.045661223,2.0,6.0,66.0,76
1.0,0.07595261,3.0,9.0,65.0,46
1.0,0.04220301,3.0,3.0,18.0,479
1.0,0.161575408,0.0,0.0,76.0,124
0.0,0.11495357,4.0,9.0,76.0,1166
1.0,0.088696766,6.0,15.0,76.0,59
0.0,0.091770733,1.0,23.0,76.0,1739
0.0,0.114121037,1.0,18.0,76.0,116
0.0,0.106372078,1.0,10.0,38.0,289
2.0,0.138200448,2.0,9.0,1.0,139
2.0,0.089081012,1.0,16.0,62.0,185
0.0,0.078001921,4.0,7.0,61.0,7
2.0,0.07467179,2.0,9.0,38.0,134
1.0,0.014729427,3.0,11.0,68.0,3
1.0,0.08568684,2.0,9.0,38.0,146
0.0,0.09285943,0.0,9.0,39.0,191
0.0,0.079795069,4.0,9.0,2.0,5
0.0,0.090041627,2.0,9.0,22.0,120
2.0,0.144988793,2.0,2.0,75.0,1053
0.0,0.053410183,5.0,19.0,63.0,1342
0.0,0.095613192,3.0,12.0,22.0,282
0.0,0.119308357,1.0,17.0,76.0,475
0.0,0.381043868,1.0,13.0,38.0,222
2.0,0.080371438,0.0,9.0,27.0,162
0.0,0.037912264,0.0,3.0,69.0,434
2.0,0.048222863,4.0,1.0,18.0,227
2.0,0.027473583,2.0,19.0,29.0,253
1.0,0.078130003,4.0,10.0,45.0,56
2.0,0.055907781,3.0,2.0,18.0,310
1.0,0.121357669,2.0,18.0,76.0,2023
2.0,0.064361191,3.0,3.0,18.0,295
2.0,0.043163625,5.0,1.0,18.0,191
2.0,0.061927634,4.0,10.0,27.0,60
0.0,0.049631764,6.0,22.0,18.0,203
2.0,0.013320525,3.0,16.0,77.0,20
0.0,0.110278578,3.0,7.0,62.0,6
0.0,0.070957413,1.0,1.0,76.0,538
2.0,0.086583413,3.0,14.0,43.0,49
1.0,0.127121358,0.0,9.0,62.0,362
0.0,0.092475184,1.0,9.0,48.0,751
1.0,0.054178674,1.0,19.0,62.0,3
2.0,0.071918028,0.0,21.0,48.0,219
1.0,0.125072046,5.0,22.0,18.0,285
0.0,0.029650977,4.0,9.0,13.0,13
0.0,0.0909382,4.0,18.0,29.0,104
1.0,0.074607749,1.0,16.0,29.0,28
2.0,0.086647454,6.0,14.0,44.0,14
2.0,0.065257765,4.0,2.0,18.0,318
1.0,0.013896894,5.0,15.0,18.0,13
2.0,0.167082933,3.0,0.0,46.0,603
2.0,0.202561639,3.0,16.0,22.0,1117
0.0,0.055011207,4.0,20.0,45.0,317
1.0,0.078065962,0.0,18.0,76.0,981
0.0,0.014601345,6.0,13.0,68.0,19
2.0,0.035926993,1.0,9.0,74.0,134
2.0,0.114377201,1.0,9.0,62.0,13
0.0,0.051104707,0.0,9.0,45.0,10
1.0,0.088888889,2.0,13.0,55.0,1
2.0,0.04284342,3.0,9.0,74.0,209
0.0,0.110086455,4.0,13.0,76.0,1008
0.0,0.123278898,6.0,9.0,65.0,58
0.0,0.097086135,1.0,13.0,76.0,226
0.0,0.159782261,1.0,9.0,75.0,228
2.0,0.111879603,2.0,0.0,76.0,1032
0.0,0.053089978,1.0,18.0,76.0,247
0.0,0.094332373,1.0,22.0,26.0,791
1.0,0.057700929,3.0,18.0,72.0,7
0.0,0.084085815,2.0,16.0,66.0,27
2.0,0.152161383,5.0,9.0,62.0,199
1.0,0.095357028,2.0,9.0,37.0,263
2.0,0.038104387,3.0,12.0,31.0,20
0.0,0.051809158,3.0,22.0,69.0,43
0.0,0.064745437,2.0,12.0,31.0,45
0.0,0.066474544,0.0,15.0,70.0,157
0.0,0.064681396,2.0,9.0,48.0,735
0.0,0.063272494,3.0,0.0,31.0,96
0.0,0.098174832,1.0,23.0,76.0,298
2.0,0.079666987,3.0,11.0,79.0,21
0.0,0.065449888,3.0,17.0,62.0,298
1.0,0.120012808,4.0,9.0,13.0,19
0.0,0.061991675,2.0,16.0,39.0,38
0.0,0.083701569,0.0,14.0,75.0,111
0.0,0.088248479,4.0,15.0,63.0,1658
2.0,0.121037464,3.0,18.0,44.0,7
1.0,0.051104707,2.0,14.0,31.0,684
0.0,0.060006404,1.0,13.0,64.0,2
2.0,0.066154339,1.0,10.0,45.0,28
1.0,0.05001601,1.0,7.0,66.0,26
1.0,0.046429715,1.0,10.0,10.0,96
1.0,0.107332693,4.0,14.0,66.0,34
1.0,0.074223503,3.0,9.0,13.0,95
0.0,0.072622478,1.0,17.0,56.0,271
0.0,0.084534102,4.0,9.0,31.0,144
2.0,0.105155299,4.0,16.0,29.0,16
0.0,0.086263208,5.0,7.0,53.0,35
0.0,0.130579571,6.0,23.0,76.0,1859
2.0,0.040666026,0.0,16.0,29.0,23
1.0,0.118796029,6.0,12.0,45.0,40
1.0,0.10195325,5.0,9.0,72.0,16
0.0,0.117451169,6.0,19.0,31.0,44
2.0,0.047262248,3.0,19.0,56.0,7
2.0,0.072238232,2.0,14.0,55.0,21
0.0,0.062375921,1.0,16.0,48.0,1281
1.0,0.076016651,1.0,2.0,66.0,91
1.0,0.089016971,3.0,14.0,4.0,20
2.0,0.082933077,1.0,20.0,11.0,7
1.0,0.071661864,0.0,23.0,76.0,408
2.0,0.031892411,1.0,8.0,69.0,21
1.0,0.154594941,4.0,10.0,45.0,446
1.0,0.093243676,3.0,18.0,76.0,1130
2.0,0.076272815,2.0,12.0,35.0,5
2.0,0.088120397,4.0,19.0,63.0,737
2.0,0.093627922,1.0,9.0,26.0,17
0.0,0.061159142,1.0,20.0,48.0,1231
0.0,0.04482869,5.0,9.0,45.0,518
1.0,0.045981428,2.0,9.0,73.0,10
0.0,0.122382325,3.0,18.0,76.0,3795
2.0,0.053089978,1.0,17.0,19.0,5
2.0,0.183477426,5.0,14.0,31.0,293
0.0,0.056868396,3.0,9.0,44.0,121
2.0,0.028946526,2.0,10.0,18.0,2
2.0,0.295741274,2.0,14.0,76.0,1050
1.0,0.034838297,0.0,19.0,56.0,4
2.0,0.052257445,4.0,0.0,42.0,35
0.0,0.079923151,2.0,16.0,65.0,22
2.0,0.067114954,2.0,10.0,45.0,17
0.0,0.110918988,0.0,15.0,0.0,20
0.0,0.345116875,2.0,9.0,75.0,1085
2.0,0.100928594,4.0,15.0,46.0,124
1.0,0.090810118,1.0,10.0,10.0,181
2.0,0.12340698,0.0,4.0,13.0,257
0.0,0.106756324,3.0,20.0,62.0,112
2.0,0.07985911,4.0,10.0,21.0,40
0.0,0.094908742,1.0,22.0,26.0,55
0.0,0.021197566,2.0,7.0,69.0,127
1.0,0.07595261,2.0,0.0,9.0,69
0.0,0.096958053,3.0,9.0,4.0,36
0.0,0.09868716,4.0,16.0,48.0,144
2.0,0.05129683,0.0,13.0,53.0,69
0.0,0.154082613,0.0,21.0,76.0,655
2.0,0.105475504,1.0,11.0,13.0,9
2.0,0.04610951,4.0,4.0,54.0,17
2.0,0.067499199,2.0,13.0,69.0,6
0.0,0.084085815,4.0,9.0,48.0,525
0.0,0.061223183,6.0,22.0,48.0,1676
2.0,0.081268012,0.0,2.0,39.0,926
0.0,0.099263529,1.0,9.0,48.0,1110
0.0,0.092475184,3.0,2.0,4.0,127
2.0,0.023695165,6.0,22.0,18.0,253
0.0,0.026897214,1.0,18.0,82.0,121
0.0,0.08767211,0.0,15.0,13.0,51
2.0,0.070060839,1.0,10.0,55.0,14
0.0,0.070317003,3.0,9.0,45.0,2
1.0,0.104450849,2.0,9.0,2.0,81
0.0,0.083253282,1.0,10.0,76.0,242
0.0,0.081460134,0.0,9.0,66.0,326
0.0,0.158053154,3.0,9.0,44.0,12
2.0,0.043291707,4.0,10.0,65.0,22
0.0,0.173487032,4.0,8.0,40.0,326
0.0,0.0753122,3.0,21.0,75.0,151
1.0,0.038616715,6.0,19.0,72.0,5
2.0,0.021837976,0.0,9.0,55.0,20
2.0,0.093884086,3.0,4.0,76.0,603
2.0,0.043804035,0.0,10.0,54.0,6
2.0,0.104707012,2.0,22.0,31.0,66
0.0,0.053410183,2.0,9.0,48.0,468
0.0,0.054498879,1.0,0.0,82.0,8
1.0,0.106308037,0.0,9.0,11.0,43
0.0,0.102401537,4.0,14.0,45.0,61
2.0,0.076913224,0.0,7.0,61.0,4
1.0,0.104002562,2.0,14.0,19.0,38
0.0,0.048286904,1.0,13.0,22.0,102
2.0,0.038232469,3.0,20.0,69.0,11
2.0,0.008197246,3.0,13.0,55.0,5
0.0,0.15132885,4.0,19.0,48.0,319
1.0,0.07659302,0.0,9.0,45.0,12
0.0,0.110790906,4.0,9.0,13.0,12
1.0,0.049759846,3.0,23.0,52.0,7
2.0,0.187447967,1.0,16.0,29.0,31
0.0,0.088824848,0.0,14.0,3.0,158
2.0,0.10451489,1.0,14.0,49.0,14
2.0,0.068075568,1.0,21.0,2.0,36
2.0,0.118603907,2.0,1.0,76.0,1034
0.0,0.111303234,4.0,9.0,76.0,178
0.0,0.071341659,0.0,17.0,75.0,55
0.0,0.040794108,3.0,20.0,69.0,222
0.0,0.079090618,5.0,20.0,63.0,514
0.0,0.07467179,1.0,23.0,48.0,1024
2.0,0.044316362,1.0,0.0,81.0,6
1.0,0.073647134,3.0,9.0,45.0,172
1.0,0.081460134,5.0,22.0,43.0,116
2.0,0.100800512,0.0,9.0,66.0,35
1.0,0.055779699,1.0,2.0,72.0,15
2.0,0.064233109,1.0,15.0,10.0,3
0.0,0.055331412,0.0,22.0,48.0,1495
0.0,0.118539866,5.0,14.0,31.0,9
0.0,0.009349984,3.0,15.0,48.0,227
2.0,0.058341338,1.0,9.0,38.0,688
2.0,0.044380403,3.0,17.0,29.0,39
0.0,0.023310919,3.0,10.0,68.0,28
0.0,0.060838937,1.0,10.0,45.0,134
2.0,0.091514569,2.0,12.0,49.0,22
1.0,0.057508806,4.0,19.0,66.0,5
0.0,0.110534742,3.0,18.0,75.0,90
1.0,0.341338457,1.0,10.0,38.0,353
2.0,0.004162664,4.0,9.0,3.0,16
2.0,0.158565482,1.0,17.0,69.0,1
1.0,0.081652257,6.0,22.0,9.0,17
0.0,0.019084214,2.0,9.0,48.0,188
0.0,0.101889209,1.0,16.0,65.0,110
0.0,0.144540506,1.0,9.0,13.0,23
1.0,0.07076529,3.0,9.0,70.0,96
0.0,0.069164265,1.0,22.0,40.0,2
0.0,0.0909382,3.0,19.0,31.0,18
0.0,0.073262888,3.0,15.0,70.0,482
0.0,0.120204931,0.0,11.0,45.0,284
2.0,0.067627281,0.0,10.0,70.0,60
1.0,0.083381364,0.0,16.0,49.0,39
1.0,0.065001601,4.0,19.0,26.0,624
2.0,0.076016651,1.0,9.0,21.0,34
2.0,0.079090618,3.0,1.0,76.0,43
2.0,0.070445085,3.0,12.0,9.0,75
0.0,0.102401537,3.0,13.0,48.0,1151
1.0,0.073839257,4.0,17.0,29.0,98
1.0,0.054114633,2.0,9.0,37.0,2
2.0,0.138264489,3.0,15.0,40.0,77
0.0,0.083189241,3.0,13.0,4.0,90
0.0,0.083381364,3.0,9.0,63.0,321
2.0,0.234005764,3.0,20.0,69.0,25
1.0,0.076144733,1.0,21.0,31.0,10
2.0,0.086967659,1.0,9.0,27.0,135
1.0,0.126288825,1.0,9.0,76.0,248
1.0,0.082356708,0.0,8.0,76.0,529
0.0,0.089145053,4.0,8.0,65.0,1597
1.0,0.067819404,6.0,22.0,48.0,50
0.0,0.084662184,2.0,9.0,48.0,493
1.0,0.058021134,6.0,23.0,46.0,5
0.0,0.027985911,3.0,6.0,66.0,46
0.0,0.098815242,3.0,9.0,13.0,436
2.0,0.242010887,5.0,14.0,75.0,1781
2.0,0.086135126,2.0,18.0,64.0,13
0.0,0.107652898,3.0,10.0,48.0,493
2.0,0.101120717,1.0,0.0,76.0,9
0.0,0.078322126,1.0,22.0,48.0,291
0.0,0.060710855,4.0,4.0,71.0,48
0.0,0.058405379,3.0,14.0,70.0,239
1.0,0.087415946,1.0,10.0,10.0,18
0.0,0.132756964,2.0,9.0,76.0,975
0.0,0.063208453,3.0,23.0,48.0,1160
1.0,0.094716619,1.0,9.0,45.0,183
1.0,0.107973103,2.0,9.0,74.0,51
2.0,0.042651297,2.0,9.0,69.0,4
2.0,0.090553955,0.0,10.0,55.0,39
0.0,0.22465578,0.0,10.0,45.0,439
0.0,0.079731028,1.0,8.0,20.0,154
0.0,0.068267691,1.0,21.0,65.0,13
2.0,0.053282101,6.0,7.0,45.0,180
0.0,0.081972462,3.0,0.0,48.0,847
0.0,0.114505283,3.0,20.0,45.0,713
0.0,0.095741274,4.0,10.0,45.0,389
2.0,0.051424912,1.0,2.0,18.0,294
0.0,0.087415946,1.0,9.0,38.0,228
1.0,0.112263849,4.0,9.0,56.0,203
0.0,0.082036503,4.0,17.0,75.0,900
0.0,0.067947486,6.0,19.0,48.0,258
1.0,0.065257765,1.0,23.0,45.0,265
0.0,0.070381044,2.0,9.0,48.0,645
1.0,0.095164906,0.0,18.0,28.0,33
0.0,0.069868716,2.0,9.0,45.0,14
